Iteration 1, loss = 3.253088
Iteration 875, loss = 0.183944
Iteration 876, loss = 0.183108
Iteration 877, loss = 0.183122
Iteration 878, loss = 0.182336
Iteration 879, loss = 0.183476
Iteration 880, loss = 0.182473
Iteration 881, loss = 0.182291
Iteration 882, loss = 0.182650
Iteration 883, loss = 0.182766
Iteration 884, loss = 0.182056
Iteration 885, loss = 0.181613
Iteration 886, loss = 0.181826
Iteration 887, loss = 0.181482
Iteration 888, loss = 0.181231
Iteration 889, loss = 0.181607
Iteration 890, loss = 0.180988
Iteration 891, loss = 0.180753
Iteration 892, loss = 0.181130
Iteration 893, loss = 0.180527
Iteration 894, loss = 0.180866
Iteration 895, loss = 0.180446
Iteration 896, loss = 0.180108
Iteration 897, loss = 0.180213
Iteration 898, loss = 0.179428
Iteration 899, loss = 0.180596
Iteration 900, loss = 0.179729
Iteration 901, loss = 0.179340
Iteration 902, loss = 0.178546
Iteration 903, loss = 0.179375
Iteration 904, loss = 0.179408
Iteration 905, loss = 0.178979
Iteration 906, loss = 0.178710
Iteration 907, loss = 0.178459
Iteration 908, loss = 0.178378
Iteration 909, loss = 0.178182
Iteration 910, loss = 0.178343
Iteration 911, loss = 0.178288
Iteration 912, loss = 0.177921
Iteration 913, loss = 0.177627
Iteration 914, loss = 0.177479
Iteration 915, loss = 0.177626
Iteration 916, loss = 0.177163
Iteration 917, loss = 0.177983
Iteration 918, loss = 0.177337
Iteration 919, loss = 0.177349
Iteration 920, loss = 0.176589
Iteration 921, loss = 0.176528
Iteration 922, loss = 0.175879
Iteration 923, loss = 0.175753
Iteration 924, loss = 0.176580
Iteration 925, loss = 0.176065
Iteration 926, loss = 0.176133
Iteration 927, loss = 0.175446
Iteration 928, loss = 0.175905
Iteration 929, loss = 0.175419
Iteration 930, loss = 0.175876
Iteration 931, loss = 0.175206
Iteration 932, loss = 0.174544
Iteration 933, loss = 0.174769
Iteration 934, loss = 0.173822
Iteration 935, loss = 0.174462
Iteration 936, loss = 0.174305
Iteration 937, loss = 0.174241
Iteration 938, loss = 0.173779
Iteration 939, loss = 0.174289
Iteration 940, loss = 0.173486
Iteration 941, loss = 0.172705
Iteration 942, loss = 0.173884
Iteration 943, loss = 0.174115
Iteration 944, loss = 0.173954
Iteration 945, loss = 0.172024
Iteration 946, loss = 0.172554
Iteration 947, loss = 0.173052
Iteration 948, loss = 0.172912
Iteration 949, loss = 0.172945
Iteration 950, loss = 0.172953
Iteration 951, loss = 0.172408
Iteration 952, loss = 0.172106
Iteration 953, loss = 0.171907
Iteration 954, loss = 0.172075
Iteration 955, loss = 0.172060
Iteration 956, loss = 0.171743
Iteration 957, loss = 0.171442
Iteration 958, loss = 0.171630
Iteration 959, loss = 0.171427
Iteration 960, loss = 0.171055
Iteration 961, loss = 0.171205
Iteration 962, loss = 0.171419
Iteration 963, loss = 0.170834
Iteration 964, loss = 0.170150
Iteration 965, loss = 0.170292
Iteration 966, loss = 0.170692
Iteration 967, loss = 0.170316
Iteration 968, loss = 0.170268
Iteration 969, loss = 0.169929
Iteration 970, loss = 0.170336
Iteration 971, loss = 0.169980
Iteration 972, loss = 0.169018
Iteration 973, loss = 0.169879
Iteration 974, loss = 0.169658
Iteration 975, loss = 0.169344
Iteration 976, loss = 0.169149
Iteration 977, loss = 0.168800
Iteration 978, loss = 0.168402
Iteration 979, loss = 0.168695
Iteration 980, loss = 0.168805
Iteration 981, loss = 0.168470
Iteration 982, loss = 0.168356
Iteration 983, loss = 0.168530
Iteration 984, loss = 0.167975
Iteration 985, loss = 0.167682
Iteration 986, loss = 0.167727
Iteration 987, loss = 0.167150
Iteration 988, loss = 0.167442
Iteration 989, loss = 0.167026
Iteration 990, loss = 0.167571
Iteration 991, loss = 0.167251
Iteration 992, loss = 0.166369
Iteration 993, loss = 0.166834
Iteration 994, loss = 0.166719
Iteration 995, loss = 0.166780
Iteration 996, loss = 0.166469
Iteration 997, loss = 0.165666
Iteration 998, loss = 0.166371
Iteration 999, loss = 0.165897
Iteration 1000, loss = 0.166258
Iteration 1001, loss = 0.165509
Iteration 1002, loss = 0.165743
Iteration 1003, loss = 0.165528
Iteration 1004, loss = 0.165282
Iteration 1005, loss = 0.164858
Iteration 1006, loss = 0.165043
Iteration 1007, loss = 0.164639
Iteration 1008, loss = 0.164694
Iteration 1009, loss = 0.164927
Iteration 1010, loss = 0.164721
Iteration 1011, loss = 0.164720
Iteration 1012, loss = 0.164421
Iteration 1013, loss = 0.164086
Iteration 1014, loss = 0.164123
Iteration 1015, loss = 0.164134
Iteration 1016, loss = 0.163785
Iteration 1017, loss = 0.164835
Iteration 1018, loss = 0.163876
Iteration 1019, loss = 0.163446
Iteration 1020, loss = 0.163266
Iteration 1021, loss = 0.163471
Iteration 1022, loss = 0.162945
Iteration 1023, loss = 0.163535
Iteration 1024, loss = 0.162897
Iteration 1025, loss = 0.163163
Iteration 1026, loss = 0.163126
Iteration 1027, loss = 0.163472
Iteration 1028, loss = 0.162228
Iteration 1029, loss = 0.162657
Iteration 1030, loss = 0.162127
Iteration 1031, loss = 0.161582
Iteration 1032, loss = 0.162022
Iteration 1033, loss = 0.162297
Iteration 1034, loss = 0.161839
Iteration 1035, loss = 0.161987
Iteration 1036, loss = 0.161474
Iteration 1037, loss = 0.161526
Iteration 1038, loss = 0.161675
Iteration 1039, loss = 0.160731
Iteration 1040, loss = 0.161082
Iteration 1041, loss = 0.160845
Iteration 1042, loss = 0.161115
Iteration 1043, loss = 0.161051
Iteration 1044, loss = 0.160763
Iteration 1045, loss = 0.160507
Iteration 1046, loss = 0.160311
Iteration 1047, loss = 0.160510
Iteration 1048, loss = 0.160171
Iteration 1049, loss = 0.160105
Iteration 1050, loss = 0.159910
Iteration 1051, loss = 0.160206
Iteration 1052, loss = 0.159967
Iteration 1053, loss = 0.159606
Iteration 1054, loss = 0.159847
Iteration 1055, loss = 0.159615
Iteration 1056, loss = 0.159732
Iteration 1057, loss = 0.159654
Iteration 1058, loss = 0.158902
Iteration 1059, loss = 0.158972
Iteration 1060, loss = 0.159037
Iteration 1061, loss = 0.158989
Iteration 1062, loss = 0.159291
Iteration 1063, loss = 0.158353
Iteration 1064, loss = 0.158764
Iteration 1065, loss = 0.158027
Iteration 1066, loss = 0.158212
Iteration 1067, loss = 0.158624
Iteration 1068, loss = 0.157686
Iteration 1069, loss = 0.157996
Iteration 1070, loss = 0.157718
Iteration 1071, loss = 0.158335
Iteration 1072, loss = 0.157824
Iteration 1073, loss = 0.157566
Iteration 1074, loss = 0.157350
Iteration 1075, loss = 0.157034
Iteration 1076, loss = 0.156687
Iteration 1077, loss = 0.156671
Iteration 1078, loss = 0.156924
Iteration 1079, loss = 0.156623
Iteration 1080, loss = 0.156396
Iteration 1081, loss = 0.157350
Iteration 1082, loss = 0.156321
Iteration 1083, loss = 0.156666
Iteration 1084, loss = 0.156279
Iteration 1085, loss = 0.155783
Iteration 1086, loss = 0.156319
Iteration 1087, loss = 0.156338
Iteration 1088, loss = 0.155641
Iteration 1089, loss = 0.155716
Iteration 1090, loss = 0.155137
Iteration 1091, loss = 0.156012
Iteration 1092, loss = 0.155052
Iteration 1093, loss = 0.155567
Iteration 1094, loss = 0.155118
Iteration 1095, loss = 0.155296
Iteration 1096, loss = 0.154661
Iteration 1097, loss = 0.154966
Iteration 1098, loss = 0.155230
Iteration 1099, loss = 0.153873
Iteration 1100, loss = 0.154160
Iteration 1101, loss = 0.154659
Iteration 1102, loss = 0.153416
Iteration 1103, loss = 0.154052
Iteration 1104, loss = 0.153722
Iteration 1105, loss = 0.154014
Iteration 1106, loss = 0.153801
Iteration 1107, loss = 0.154272
Iteration 1108, loss = 0.153672
Iteration 1109, loss = 0.153822
Iteration 1110, loss = 0.153636
Iteration 1111, loss = 0.152976
Iteration 1112, loss = 0.153562
Iteration 1113, loss = 0.153448
Iteration 1114, loss = 0.153038
Iteration 1115, loss = 0.153285
Iteration 1116, loss = 0.152989
Iteration 1117, loss = 0.152786
Iteration 1118, loss = 0.152920
Iteration 1119, loss = 0.152622
Iteration 1120, loss = 0.152749
Iteration 1121, loss = 0.152082
Iteration 1122, loss = 0.151972
Iteration 1123, loss = 0.152179
Iteration 1124, loss = 0.152074
Iteration 1125, loss = 0.152205
Iteration 1126, loss = 0.152716
Iteration 1127, loss = 0.151708
Iteration 1128, loss = 0.151112
Iteration 1129, loss = 0.151390
Iteration 1130, loss = 0.151120
Iteration 1131, loss = 0.151673
Iteration 1132, loss = 0.150740
Iteration 1133, loss = 0.150825
Iteration 1134, loss = 0.150779
Iteration 1135, loss = 0.150655
Iteration 1136, loss = 0.149727
Iteration 1137, loss = 0.151230
Iteration 1138, loss = 0.150679
Iteration 1139, loss = 0.150360
Iteration 1140, loss = 0.150062
Iteration 1141, loss = 0.150494
Iteration 1142, loss = 0.149942
Iteration 1143, loss = 0.150024
Iteration 1144, loss = 0.149705
Iteration 1145, loss = 0.149349
Iteration 1146, loss = 0.149763
Iteration 1147, loss = 0.149846
Iteration 1148, loss = 0.149973
Iteration 1149, loss = 0.149950
Iteration 1150, loss = 0.149593
Iteration 1151, loss = 0.149197
Iteration 1152, loss = 0.149171
Iteration 1153, loss = 0.149377
Iteration 1154, loss = 0.149669
Iteration 1155, loss = 0.149039
Iteration 1156, loss = 0.149138
Iteration 1157, loss = 0.148474
Iteration 1158, loss = 0.149355
Iteration 1159, loss = 0.148437
Iteration 1160, loss = 0.148639
Iteration 1161, loss = 0.148418
Iteration 1162, loss = 0.148474
Iteration 1163, loss = 0.148619
Iteration 1164, loss = 0.148125
Iteration 1165, loss = 0.147770
Iteration 1166, loss = 0.148517
Iteration 1167, loss = 0.147830
Iteration 1168, loss = 0.148591
Iteration 1169, loss = 0.147486
Iteration 1170, loss = 0.147113
Iteration 1171, loss = 0.147868
Iteration 1172, loss = 0.147553
Iteration 1173, loss = 0.147270
Iteration 1174, loss = 0.147407
Iteration 1175, loss = 0.147071
Iteration 1176, loss = 0.146779
Iteration 1177, loss = 0.146756
Iteration 1178, loss = 0.146458
Iteration 1179, loss = 0.146709
Iteration 1180, loss = 0.146461
Iteration 1181, loss = 0.146732
Iteration 1182, loss = 0.146806
Iteration 1183, loss = 0.146476
Iteration 1184, loss = 0.146952
Iteration 1185, loss = 0.146265
Iteration 1186, loss = 0.146476
Iteration 1187, loss = 0.145552
Iteration 1188, loss = 0.145834
Iteration 1189, loss = 0.146301
Iteration 1190, loss = 0.145242
Iteration 1191, loss = 0.144776
Iteration 1192, loss = 0.145125
Iteration 1193, loss = 0.145335
Iteration 1194, loss = 0.144876
Iteration 1195, loss = 0.145617
Iteration 1196, loss = 0.145298
Iteration 1197, loss = 0.144744
Iteration 1198, loss = 0.144889
Iteration 1199, loss = 0.145209
Iteration 1200, loss = 0.144392
Iteration 1201, loss = 0.144845
Iteration 1202, loss = 0.144837
Iteration 1203, loss = 0.144791
Iteration 1204, loss = 0.143856
Iteration 1205, loss = 0.144253
Iteration 1206, loss = 0.143840
Iteration 1207, loss = 0.144132
Iteration 1208, loss = 0.144004
Iteration 1209, loss = 0.143721
Iteration 1210, loss = 0.142638
Iteration 1211, loss = 0.143254
Iteration 1212, loss = 0.143812
Iteration 1213, loss = 0.143436
Iteration 1214, loss = 0.143710
Iteration 1215, loss = 0.143709
Iteration 1216, loss = 0.143092
Iteration 1217, loss = 0.143529
Iteration 1218, loss = 0.143233
Iteration 1219, loss = 0.143094
Iteration 1220, loss = 0.142870
Iteration 1221, loss = 0.143332
Iteration 1222, loss = 0.142736
Iteration 1223, loss = 0.142959
Iteration 1224, loss = 0.142666
Iteration 1225, loss = 0.142105
Iteration 1226, loss = 0.142725
Iteration 1227, loss = 0.142442
Iteration 1228, loss = 0.142126
Iteration 1229, loss = 0.142220
Iteration 1230, loss = 0.142155
Iteration 1231, loss = 0.141882
Iteration 1232, loss = 0.142336
Iteration 1233, loss = 0.141587
Iteration 1234, loss = 0.141256
Iteration 1235, loss = 0.141540
Iteration 1236, loss = 0.141993
Iteration 1237, loss = 0.140961
Iteration 1238, loss = 0.140935
Iteration 1239, loss = 0.141226
Iteration 1240, loss = 0.141156
Iteration 1241, loss = 0.141036
Iteration 1242, loss = 0.140910
Iteration 1243, loss = 0.141022
Iteration 1244, loss = 0.140538
Iteration 1245, loss = 0.140465
Iteration 1246, loss = 0.141088
Iteration 1247, loss = 0.140617
Iteration 1248, loss = 0.141126
Iteration 1249, loss = 0.140626
Iteration 1250, loss = 0.140186
Iteration 1251, loss = 0.140063
Iteration 1252, loss = 0.140105
Iteration 1253, loss = 0.140429
Iteration 1254, loss = 0.139696
Iteration 1255, loss = 0.139924
Iteration 1256, loss = 0.139672
Iteration 1257, loss = 0.140095
Iteration 1258, loss = 0.139833
Iteration 1259, loss = 0.139910
Iteration 1260, loss = 0.139552
Iteration 1261, loss = 0.139625
Iteration 1262, loss = 0.139005
Iteration 1263, loss = 0.138619
Iteration 1264, loss = 0.139111
Iteration 1265, loss = 0.139346
Iteration 1266, loss = 0.139057
Iteration 1267, loss = 0.138496
Iteration 1268, loss = 0.138846
Iteration 1269, loss = 0.138463
Iteration 1270, loss = 0.139198
Iteration 1271, loss = 0.138429
Iteration 1272, loss = 0.139079
Iteration 1273, loss = 0.138567
Iteration 1274, loss = 0.138339
Iteration 1275, loss = 0.138170
Iteration 1276, loss = 0.138232
Iteration 1277, loss = 0.138023
Iteration 1278, loss = 0.138324
Iteration 1279, loss = 0.137783
Iteration 1280, loss = 0.137822
Iteration 1281, loss = 0.138494
Iteration 1282, loss = 0.137643
Iteration 1283, loss = 0.137029
Iteration 1284, loss = 0.138165
Iteration 1285, loss = 0.137758
Iteration 1286, loss = 0.137217
Iteration 1287, loss = 0.136823
Iteration 1288, loss = 0.137276
Iteration 1289, loss = 0.137531
Iteration 1290, loss = 0.136701
Iteration 1291, loss = 0.137129
Iteration 1292, loss = 0.136765
Iteration 1293, loss = 0.136425
Iteration 1294, loss = 0.137043
Iteration 1295, loss = 0.136585
Iteration 1296, loss = 0.136191
Iteration 1297, loss = 0.136180
Iteration 1298, loss = 0.136738
Iteration 1299, loss = 0.135980
Iteration 1300, loss = 0.136256
Iteration 1301, loss = 0.136096
Iteration 1302, loss = 0.135766
Iteration 1303, loss = 0.135837
Iteration 1304, loss = 0.135598
Iteration 1305, loss = 0.136235
Iteration 1306, loss = 0.136135
Iteration 1307, loss = 0.136001
Iteration 1308, loss = 0.135548
Iteration 1309, loss = 0.135940
Iteration 1310, loss = 0.135429
Iteration 1311, loss = 0.135309
Iteration 1312, loss = 0.135204
Iteration 1313, loss = 0.135478
Iteration 1314, loss = 0.135666
Iteration 1315, loss = 0.135132
Iteration 1316, loss = 0.134806
Iteration 1317, loss = 0.135206
Iteration 1318, loss = 0.134514
Iteration 1319, loss = 0.133871
Iteration 1320, loss = 0.134917
Iteration 1321, loss = 0.134703
Iteration 1322, loss = 0.134760
Iteration 1323, loss = 0.134306
Iteration 1324, loss = 0.134140
Iteration 1325, loss = 0.134698
Iteration 1326, loss = 0.134683
Iteration 1327, loss = 0.134382
Iteration 1328, loss = 0.134050
Iteration 1329, loss = 0.133882
Iteration 1330, loss = 0.133643
Iteration 1331, loss = 0.133820
Iteration 1332, loss = 0.133489
Iteration 1333, loss = 0.133683
Iteration 1334, loss = 0.133812
Iteration 1335, loss = 0.133401
Iteration 1336, loss = 0.133497
Iteration 1337, loss = 0.133884
Iteration 1338, loss = 0.133001
Iteration 1339, loss = 0.133316
Iteration 1340, loss = 0.133730
Iteration 1341, loss = 0.133473
Iteration 1342, loss = 0.133067
Iteration 1343, loss = 0.133103
Iteration 1344, loss = 0.133160
Iteration 1345, loss = 0.133001
Iteration 1346, loss = 0.132547
Iteration 1347, loss = 0.132602
Iteration 1348, loss = 0.132632
Iteration 1349, loss = 0.132469
Iteration 1350, loss = 0.132512
Iteration 1351, loss = 0.132558
Iteration 1352, loss = 0.132118
Iteration 1353, loss = 0.132394
Iteration 1354, loss = 0.131987
Iteration 1355, loss = 0.132451
Iteration 1356, loss = 0.131847
Iteration 1357, loss = 0.131819
Iteration 1358, loss = 0.131695
Iteration 1359, loss = 0.131609
Iteration 1360, loss = 0.132275
Iteration 1361, loss = 0.131657
Iteration 1362, loss = 0.131420
Iteration 1363, loss = 0.131690
Iteration 1364, loss = 0.131829
Iteration 1365, loss = 0.131368
Iteration 1366, loss = 0.131435
Iteration 1367, loss = 0.131070
Iteration 1368, loss = 0.131244
Iteration 1369, loss = 0.130644
Iteration 1370, loss = 0.130343
Iteration 1371, loss = 0.131101
Iteration 1372, loss = 0.129813
Iteration 1373, loss = 0.130689
Iteration 1374, loss = 0.130560
Iteration 1375, loss = 0.131025
Iteration 1376, loss = 0.130464
Iteration 1377, loss = 0.130642
Iteration 1378, loss = 0.130351
Iteration 1379, loss = 0.130318
Iteration 1380, loss = 0.129371
Iteration 1381, loss = 0.130018
Iteration 1382, loss = 0.131021
Iteration 1383, loss = 0.130113
Iteration 1384, loss = 0.129932
Iteration 1385, loss = 0.130636
Iteration 1386, loss = 0.129614
Iteration 1387, loss = 0.129161
Iteration 1388, loss = 0.129568
Iteration 1389, loss = 0.129527
Iteration 1390, loss = 0.130151
Iteration 1391, loss = 0.129761
Iteration 1392, loss = 0.129071
Iteration 1393, loss = 0.129714
Iteration 1394, loss = 0.129106
Iteration 1395, loss = 0.129584
Iteration 1396, loss = 0.129754
Iteration 1397, loss = 0.128881
Iteration 1398, loss = 0.128727
Iteration 1399, loss = 0.128836
Iteration 1400, loss = 0.129085
Iteration 1401, loss = 0.128384
Iteration 1402, loss = 0.128636
Iteration 1403, loss = 0.128800
Iteration 1404, loss = 0.128638
Iteration 1405, loss = 0.128670
Iteration 1406, loss = 0.128876
Iteration 1407, loss = 0.128329
Iteration 1408, loss = 0.128558
Iteration 1409, loss = 0.128613
Iteration 1410, loss = 0.127349
Iteration 1411, loss = 0.128630
Iteration 1412, loss = 0.127955
Iteration 1413, loss = 0.128412
Iteration 1414, loss = 0.128020
Iteration 1415, loss = 0.127816
Iteration 1416, loss = 0.127588
Iteration 1417, loss = 0.127750
Iteration 1418, loss = 0.127597
Iteration 1419, loss = 0.127265
Iteration 1420, loss = 0.127507
Iteration 1421, loss = 0.126909
Iteration 1422, loss = 0.127734
Iteration 1423, loss = 0.127296
Iteration 1424, loss = 0.127155
Iteration 1425, loss = 0.126924
Iteration 1426, loss = 0.127429
Iteration 1427, loss = 0.127280
Iteration 1428, loss = 0.126666
Iteration 1429, loss = 0.126948
Iteration 1430, loss = 0.127169
Iteration 1431, loss = 0.126927
Iteration 1432, loss = 0.125674
Iteration 1433, loss = 0.126797
Iteration 1434, loss = 0.126485
Iteration 1435, loss = 0.126606
Iteration 1436, loss = 0.127087
Iteration 1437, loss = 0.127010
Iteration 1438, loss = 0.126860
Iteration 1439, loss = 0.126344
Iteration 1440, loss = 0.125947
Iteration 1441, loss = 0.125977
Iteration 1442, loss = 0.126551
Iteration 1443, loss = 0.126002
Iteration 1444, loss = 0.125612
Iteration 1445, loss = 0.126272
Iteration 1446, loss = 0.125431
Iteration 1447, loss = 0.125245
Iteration 1448, loss = 0.125786
Iteration 1449, loss = 0.125895
Iteration 1450, loss = 0.125575
Iteration 1451, loss = 0.125378
Iteration 1452, loss = 0.125605
Iteration 1453, loss = 0.125230
Iteration 1454, loss = 0.125456
Iteration 1455, loss = 0.125355
Iteration 1456, loss = 0.125107
Iteration 1457, loss = 0.124926
Iteration 1458, loss = 0.124775
Iteration 1459, loss = 0.124948
Iteration 1460, loss = 0.125084
Iteration 1461, loss = 0.124942
Iteration 1462, loss = 0.124913
Iteration 1463, loss = 0.124945
Iteration 1464, loss = 0.124945
Iteration 1465, loss = 0.124893
Iteration 1466, loss = 0.124464
Iteration 1467, loss = 0.124202
Iteration 1468, loss = 0.124282
Iteration 1469, loss = 0.124486
Iteration 1470, loss = 0.124445
Iteration 1471, loss = 0.123816
Iteration 1472, loss = 0.124186
Iteration 1473, loss = 0.124219
Iteration 1474, loss = 0.123921
Iteration 1475, loss = 0.124084
Iteration 1476, loss = 0.124091
Iteration 1477, loss = 0.124349
Iteration 1478, loss = 0.124352
Iteration 1479, loss = 0.123532
Iteration 1480, loss = 0.124138
Iteration 1481, loss = 0.123521
Iteration 1482, loss = 0.124029
Iteration 1483, loss = 0.123434
Iteration 1484, loss = 0.123244
Iteration 1485, loss = 0.123460
Iteration 1486, loss = 0.123406
Iteration 1487, loss = 0.123157
Iteration 1488, loss = 0.123374
Iteration 1489, loss = 0.122832
Iteration 1490, loss = 0.123338
Iteration 1491, loss = 0.123057
Iteration 1492, loss = 0.123180
Iteration 1493, loss = 0.123028
Iteration 1494, loss = 0.123021
Iteration 1495, loss = 0.123128
Iteration 1496, loss = 0.122729
Iteration 1497, loss = 0.122913
Iteration 1498, loss = 0.122312
Iteration 1499, loss = 0.122484
Iteration 1500, loss = 0.122595
Iteration 1501, loss = 0.122704
Iteration 1502, loss = 0.122081
Iteration 1503, loss = 0.122391
Iteration 1504, loss = 0.122262
Iteration 1505, loss = 0.121582
Iteration 1506, loss = 0.122559
Iteration 1507, loss = 0.121993
Iteration 1508, loss = 0.121467
Iteration 1509, loss = 0.122350
Iteration 1510, loss = 0.122089
Iteration 1511, loss = 0.121865
Iteration 1512, loss = 0.121829
Iteration 1513, loss = 0.122072
Iteration 1514, loss = 0.121917
Iteration 1515, loss = 0.121946
Iteration 1516, loss = 0.121358
Iteration 1517, loss = 0.121308
Iteration 1518, loss = 0.121417
Iteration 1519, loss = 0.121669
Iteration 1520, loss = 0.120895
Iteration 1521, loss = 0.121576
Iteration 1522, loss = 0.120942
Iteration 1523, loss = 0.121193
Iteration 1524, loss = 0.121669
Iteration 1525, loss = 0.120882
Iteration 1526, loss = 0.121277
Iteration 1527, loss = 0.120552
Iteration 1528, loss = 0.120978
Iteration 1529, loss = 0.121394
Iteration 1530, loss = 0.120927
Iteration 1531, loss = 0.121085
Iteration 1532, loss = 0.120628
Iteration 1533, loss = 0.121027
Iteration 1534, loss = 0.120954
Iteration 1535, loss = 0.120689
Iteration 1536, loss = 0.120319
Iteration 1537, loss = 0.120582
Iteration 1538, loss = 0.120305
Iteration 1539, loss = 0.120254
Iteration 1540, loss = 0.120353
Iteration 1541, loss = 0.120760
Iteration 1542, loss = 0.120224
Iteration 1543, loss = 0.120401
Iteration 1544, loss = 0.119883
Iteration 1545, loss = 0.119674
Iteration 1546, loss = 0.120683
Iteration 1547, loss = 0.119530
Iteration 1548, loss = 0.119838
Iteration 1549, loss = 0.119244
Iteration 1550, loss = 0.119685
Iteration 1551, loss = 0.120081
Iteration 1552, loss = 0.119194
Iteration 1553, loss = 0.119132
Iteration 1554, loss = 0.120158
Iteration 1555, loss = 0.118809
Iteration 1556, loss = 0.118817
Iteration 1557, loss = 0.119456
Iteration 1558, loss = 0.119042
Iteration 1559, loss = 0.119735
Iteration 1560, loss = 0.119254
Iteration 1561, loss = 0.119051
Iteration 1562, loss = 0.118875
Iteration 1563, loss = 0.118556
Iteration 1564, loss = 0.118773
Iteration 1565, loss = 0.118850
Iteration 1566, loss = 0.118898
Iteration 1567, loss = 0.118150
Iteration 1568, loss = 0.118649
Iteration 1569, loss = 0.118507
Iteration 1570, loss = 0.117887
Iteration 1571, loss = 0.118522
Iteration 1572, loss = 0.118349
Iteration 1573, loss = 0.118829
Iteration 1574, loss = 0.118358
Iteration 1575, loss = 0.117835
Iteration 1576, loss = 0.118412
Iteration 1577, loss = 0.118335
Iteration 1578, loss = 0.118411
Iteration 1579, loss = 0.118374
Iteration 1580, loss = 0.117732
Iteration 1581, loss = 0.117892
Iteration 1582, loss = 0.117637
Iteration 1583, loss = 0.118213
Iteration 1584, loss = 0.118294
Iteration 1585, loss = 0.117981
Iteration 1586, loss = 0.117934
Iteration 1587, loss = 0.117550
Iteration 1588, loss = 0.117275
Iteration 1589, loss = 0.117215
Iteration 1590, loss = 0.117440
Iteration 1591, loss = 0.116749
Iteration 1592, loss = 0.117424
Iteration 1593, loss = 0.117265
Iteration 1594, loss = 0.116903
Iteration 1595, loss = 0.116761
Iteration 1596, loss = 0.117725
Iteration 1597, loss = 0.117520
Iteration 1598, loss = 0.117041
Iteration 1599, loss = 0.117470
Iteration 1600, loss = 0.117254
Iteration 1601, loss = 0.116466
Iteration 1602, loss = 0.117064
Iteration 1603, loss = 0.116628
Iteration 1604, loss = 0.116213
Iteration 1605, loss = 0.116283
Iteration 1606, loss = 0.116458
Iteration 1607, loss = 0.116321
Iteration 1608, loss = 0.116621
Iteration 1609, loss = 0.116466
Iteration 1610, loss = 0.116526
Iteration 1611, loss = 0.116578
Iteration 1612, loss = 0.115599
Iteration 1613, loss = 0.116231
Iteration 1614, loss = 0.115832
Iteration 1615, loss = 0.116016
Iteration 1616, loss = 0.116114
Iteration 1617, loss = 0.116335
Iteration 1618, loss = 0.116003
Iteration 1619, loss = 0.115403
Iteration 1620, loss = 0.115939
Iteration 1621, loss = 0.115479
Iteration 1622, loss = 0.115815
Iteration 1623, loss = 0.115757
Iteration 1624, loss = 0.115580
Iteration 1625, loss = 0.115485
Iteration 1626, loss = 0.115231
Iteration 1627, loss = 0.114936
Iteration 1628, loss = 0.114566
Iteration 1629, loss = 0.115303
Iteration 1630, loss = 0.115160
Iteration 1631, loss = 0.115509
Iteration 1632, loss = 0.115664
Iteration 1633, loss = 0.114658
Iteration 1634, loss = 0.115550
Iteration 1635, loss = 0.115387
Iteration 1636, loss = 0.114897
Iteration 1637, loss = 0.115135
Iteration 1638, loss = 0.115135
Iteration 1639, loss = 0.114895
Iteration 1640, loss = 0.115088
Iteration 1641, loss = 0.115014
Iteration 1642, loss = 0.115132
Iteration 1643, loss = 0.114016
Iteration 1644, loss = 0.115027
Iteration 1645, loss = 0.115058
Iteration 1646, loss = 0.114736
Iteration 1647, loss = 0.113978
Iteration 1648, loss = 0.114584
Iteration 1649, loss = 0.114283
Iteration 1650, loss = 0.113889
Iteration 1651, loss = 0.114582
Iteration 1652, loss = 0.113764
Iteration 1653, loss = 0.114353
Iteration 1654, loss = 0.114032
Iteration 1655, loss = 0.113971
Iteration 1656, loss = 0.113940
Iteration 1657, loss = 0.114431
Iteration 1658, loss = 0.113821
Iteration 1659, loss = 0.113359
Iteration 1660, loss = 0.114074
Iteration 1661, loss = 0.114278
Iteration 1662, loss = 0.113587
Iteration 1663, loss = 0.113837
Iteration 1664, loss = 0.113689
Iteration 1665, loss = 0.113262
Iteration 1666, loss = 0.113608
Iteration 1667, loss = 0.113627
Iteration 1668, loss = 0.113328
Iteration 1669, loss = 0.113429
Iteration 1670, loss = 0.113187
Iteration 1671, loss = 0.112816
Iteration 1672, loss = 0.113872
Iteration 1673, loss = 0.112972
Iteration 1674, loss = 0.112707
Iteration 1675, loss = 0.113045
Iteration 1676, loss = 0.113599
Iteration 1677, loss = 0.113426
Iteration 1678, loss = 0.113179
Iteration 1679, loss = 0.112958
Iteration 1680, loss = 0.112927
Iteration 1681, loss = 0.112745
Iteration 1682, loss = 0.112925
Iteration 1683, loss = 0.113046
Iteration 1684, loss = 0.112745
Iteration 1685, loss = 0.112802
Iteration 1686, loss = 0.112851
Iteration 1687, loss = 0.112363
Iteration 1688, loss = 0.112740
Iteration 1689, loss = 0.111963
Iteration 1690, loss = 0.112714
Iteration 1691, loss = 0.111933
Iteration 1692, loss = 0.112211
Iteration 1693, loss = 0.112607
Iteration 1694, loss = 0.112480
Iteration 1695, loss = 0.111855
Iteration 1696, loss = 0.111965
Iteration 1697, loss = 0.111779
Iteration 1698, loss = 0.112193
Iteration 1699, loss = 0.111590
Iteration 1700, loss = 0.112018
Iteration 1701, loss = 0.111782
Iteration 1702, loss = 0.111812
Iteration 1703, loss = 0.111745
